画像番号	既存DBでのカテゴリに基づく正解	質問文	画像のリンク	選択肢	回答1	回答者1ID	回答2	回答者2ID		回答1(鬼/人)	回答1の正(1)誤(0)	回答2(鬼/人)	回答2の正(1)誤(0)	正答率	二者の回答の一致(1)不一致(0)
159	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_015.tif/1639,1801,425,347/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1225185397	怒った鬼	1229497758		鬼	1	鬼	1	1	1
160	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00029.tif/4026,2377,160,160/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1225185397	笑った人	1229497758		人	1	人	1	1	0
161	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_015.tif/240,1739,400,433/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230632187	笑った鬼	1225711598		鬼	1	鬼	1	1	1
162	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200003068/200003068_00006.tif/1864,1335,213,205/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230632187	悲しんだ人	1225711598		人	1	人	1	1	1
163	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_015.tif/160,860,332,364/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230632187	悲しんだ人	1225711598		人	0	人	0	0	1
164	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-3/tif/3_003.tif/2481,1114,143,160/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230632187	怒った人	1225711598		人	1	人	1	1	0
165	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_015.tif/4031,1316,244,304/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1230632187	怒った鬼	1225711598		鬼	1	鬼	1	1	0
166	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00029.tif/1418,2062,164,164/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230632187	怒った人	1225711598		人	1	人	1	1	0
167	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_016.tif/3255,720,284,248/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230632187	怒った人	1225711598		人	0	人	0	0	0
168	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00039.tif/3264,1834,176,176/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230632187	怒った人	1225711598		人	1	人	1	1	0
169	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_019.tif/3423,707,340,332/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1230632187	悲しんだ鬼	1225711598		鬼	1	鬼	1	1	1
170	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-3/tif/3_005.tif/1583,1378,148,144/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230632187	笑った人	1225711598		人	1	人	1	1	0
171	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_019.tif/3554,998,422,292/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1230680990	悲しんだ鬼	1231430037		鬼	1	鬼	1	1	0
172	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00039.tif/2490,1638,180,180/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230680990	悲しんだ人	1231430037		人	1	人	1	1	1
173	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_019.tif/3344,1334,291,220/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1230680990	悲しんだ鬼	1231430037		鬼	1	鬼	1	1	1
174	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_035.tif/2303,592,156,164/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1230680990	怒った人	1231430037		人	1	人	1	1	0
175	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_019.tif/4327,1856,301,336/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230680990	悲しんだ鬼	1231430037		鬼	1	鬼	1	1	0
176	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00039.tif/2096,1918,144,144/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1230680990	怒った人	1231430037		人	1	人	1	1	1
177	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_019.tif/4942,1860,300,288/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230680990	笑った鬼	1231430037		鬼	1	鬼	1	1	1
178	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-1/tif/1_010.tif/1645,1447,123,137/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1230680990	悲しんだ人	1231430037		人	1	人	1	1	0
179	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_019.tif/4832,1674,340,276/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1230680990	笑った鬼	1231430037		鬼	1	鬼	1	1	0
180	鬼	絵の中の顔について該当するものを1つ選んで下さい	https://www.nichibun.ac.jp/YoukaiGazou/thumbnail/U426_nichibunken_0266_0012_0000.jpg	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1230680990	笑った鬼	1231430037		人	0	鬼	1	0.5	0
181	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_019.tif/4790,825,244,195/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1230118613	怒った人	1231450287		人	0	人	0	0	1
182	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200003068/200003068_00009.tif/3596,2114,148,138/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1230118613	悲しんだ人	1231450287		人	1	人	1	1	0
183	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_019.tif/4570,395,424,281/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1230118613	怒った鬼	1231450287		人	0	鬼	1	0.5	0
184	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/110X-446-1/tif/1_006.tif/2699,1956,109,140/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230118613	悲しんだ人	1231450287		人	1	人	1	1	1
185	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_019.tif/1841,945,283,299/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1230118613	悲しんだ鬼	1231450287		鬼	1	鬼	1	1	0
186	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00041.tif/3236,1936,214,214/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1230118613	悲しんだ鬼	1231450287		人	1	鬼	0	0.5	0
187	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_019.tif/1404,2363,278,275/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1230118613	怒った鬼	1231450287		鬼	1	鬼	1	1	1
188	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00041.tif/1663,1302,171,171/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230118613	笑った鬼	1231450287		鬼	0	鬼	0	0	1
189	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_019.tif/1807,2165,283,259/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1230118613	怒った鬼	1231450287		鬼	1	鬼	1	1	1
190	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/110X-446-1/tif/1_015.tif/2601,2050,106,140/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230118613	悲しんだ人	1231450287		人	1	人	1	1	1
191	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_019.tif/2597,2331,347,215/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230711294	怒った鬼	1231503806		鬼	1	鬼	1	1	0
192	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00041.tif/1575,1410,188,188/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230711294	悲しんだ鬼	1231503806		鬼	0	鬼	0	0	0
193	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_019.tif/2904,964,334,250/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230711294	笑った鬼	1231503806		鬼	1	鬼	1	1	1
194	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00051.tif/1823,1464,184,184/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1230711294	怒った人	1231503806		人	1	人	1	1	1
195	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_023.tif/1082,1832,260,288/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1230711294	笑った人	1231503806		人	0	人	0	0	1
196	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/110X-446-1/tif/1_014.tif/3865,2056,102,132/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230711294	悲しんだ人	1231503806		人	1	人	1	1	1
197	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_024.tif/3684,528,216,204/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1230711294	怒った人	1231503806		人	0	人	0	0	1
198	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200020290/200020290_00052.tif/1593,1470,224,224/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1230711294	怒った人	1231503806		人	1	人	1	1	0
199	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_024.tif/4056,486,272,270/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1230711294	怒った人	1231503806		人	0	人	0	0	0
200	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/110X-446-1/tif/1_011.tif/634,1809,128,143/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230711294	悲しんだ人	1231503806		人	1	人	1	1	1
201	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_024.tif/4524,849,220,195/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1229025408	怒った人	1224963130		人	0	人	0	0	1
202	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200003068/200003068_00020.tif/4047,1196,179,160/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1229025408	悲しんだ人	1224963130		人	1	人	1	1	1
203	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_024.tif/4674,1162,344,240/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1229025408	怒った鬼	1224963130		鬼	1	鬼	1	1	0
204	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/110X-446-1/tif/1_004.tif/437,1891,95,137/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1229025408	悲しんだ人	1224963130		人	1	人	1	1	1
205	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_024.tif/4864,1420,280,292/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1229025408	怒った鬼	1224963130		鬼	1	鬼	1	1	0
206	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/110X-445-3-2/tif/2_004.tif/1770,958,188,188/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1229025408	笑った人	1224963130		人	1	人	1	1	0
207	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_024.tif/4267,1432,356,336/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1229025408	怒った鬼	1224963130		鬼	1	鬼	1	1	1
208	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/110X-446-1/tif/1_005.tif/3739,2030,112,140/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1229025408	悲しんだ人	1224963130		人	1	人	1	1	1
209	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_024.tif/4692,1738,302,254/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1229025408	怒った鬼	1224963130		鬼	1	鬼	1	1	0
210	人	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/110X-445-3-2/tif/2_010.tif/2238,935,175,175/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1229025408	悲しんだ人	1224963130		人	1	人	1	1	1
211	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_024.tif/2431,1392,344,248/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1231036098	怒った鬼	1228298977		人	0	鬼	1	0.5	0
212	鬼	絵の中の顔について該当するものを1つ選んで下さい	https://www.nichibun.ac.jp/YoukaiGazou/thumbnail/U426_nichibunken_0314_0012_0000.jpg	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1231036098	怒った鬼	1228298977		鬼	1	鬼	1	1	1
213	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_024.tif/2760,2200,340,240/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1231036098	笑った人	1228298977		人	0	人	0	0	1
214	人	絵の中の顔について該当するものを1つ選んで下さい	"https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00013519/RB00013519_00009_0.ptif/894,518,138,138/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1231036098	怒った鬼	1228298977		人	1	鬼	0	0.5	0
215	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_024.tif/1714,2200,358,248/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1231036098	笑った鬼	1228298977		鬼	1	鬼	1	1	1
216	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00076.tif/2468,2392,196,156/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1231036098	笑った人	1228298977		人	1	人	1	1	0
217	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_024.tif/1289,1972,351,296/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1231036098	怒った鬼	1228298977		鬼	1	鬼	1	1	0
218	人	絵の中の顔について該当するものを1つ選んで下さい	"https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00013519/RB00013519_00011_0.ptif/1000,534,140,140/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1231036098	怒った鬼	1228298977		鬼	0	鬼	0	0	0
219	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_024.tif/1000,783,324,337/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1231036098	悲しんだ人	1228298977		人	0	人	0	0	0
220	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00076.tif/2104,2234,144,162/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1231036098	笑った人	1228298977		人	1	人	1	1	1
221	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_024.tif/3633,1116,207,312/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230811432	笑った鬼	1230539709		鬼	1	鬼	1	1	1
222	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200003068/200003068_00020.tif/3521,1299,179,160/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230811432	悲しんだ人	1230539709		人	1	人	1	1	1
223	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_026.tif/2643,2074,339,308/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230811432	笑った鬼	1230539709		鬼	1	鬼	1	1	1
224	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00072.tif/2128,2636,172,164/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1230811432	笑った人	1230539709		人	1	人	1	1	1
225	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_026.tif/3069,1814,293,416/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1230811432	怒った鬼	1230539709		鬼	1	鬼	1	1	1
226	人	絵の中の顔について該当するものを1つ選んで下さい	"https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00013519/RB00013519_00014_0.ptif/879,860,164,164/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1230811432	悲しんだ人	1230539709		人	1	人	1	1	0
227	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_026.tif/3194,2078,260,308/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230811432	笑った鬼	1230539709		鬼	1	鬼	1	1	1
228	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00065.tif/1852,770,184,130/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1230811432	笑った人	1230539709		人	1	人	1	1	1
229	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_026.tif/3394,1888,280,288/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1230811432	笑った鬼	1230539709		鬼	1	鬼	1	1	0
230	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00012.tif/3689,4676,504,504/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230811432	怒った人	1230539709		人	1	人	1	1	0
231	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_026.tif/2343,2338,281,196/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1228333734	怒った鬼	1227956884		鬼	1	鬼	1	1	0
232	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00014.tif/4986,3222,432,432/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1228333734	怒った人	1227956884		人	1	人	1	1	1
233	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_027.tif/1504,1630,180,246/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1228333734	悲しんだ人	1227956884		人	0	人	0	0	1
234	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00058.tif/860,1052,156,196/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1228333734	怒った人	1227956884		人	1	人	1	1	0
235	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_027.tif/1686,2500,348,226/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1228333734	怒った鬼	1227956884		鬼	1	鬼	1	1	0
236	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00014.tif/4394,3420,408,408/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1228333734	笑った人	1227956884		人	1	人	1	1	1
237	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_027.tif/1996,2215,320,229/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1228333734	笑った鬼	1227956884		鬼	1	鬼	1	1	1
